Drug,Public/Private,Unit/MPR,Country,Year,Month,Price,P25,P75
Salbutamol 100 mcg/dose inhaler,Private,MPR,Burundi,2013,August,1.09,1.02,1.21
Salbutamol 100 mcg/dose inhaler,Public,MPR,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Private,MPR,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,MPR,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,Unit,Burundi,2013,August,0.07,0.06,0.07
Amoxicillin 500 mg cap/tab,Public,Unit,Burundi,2013,August,0.05,0.05,0.05
Ceftriaxone 1 g/vial injection,Private,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Public,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,Unit,Burundi,2013,August,0.07,0.05,0.07
Ciprofloxacin 500 mg cap/tab,Public,Unit,Burundi,2013,August,0.03,0.03,0.04
Diazepam 5 mg cap/tab,Private,Unit,Burundi,2013,August,0.03,0.02,0.03
Diazepam 5 mg cap/tab,Public,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,Unit,Burundi,2013,August,0.03,0.01,0.03
Glibenclamide 5 mg cap/tab,Public,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,Burundi,2013,August,0.05,0.03,0.07
Omeprazole 20 mg cap/tab,Public,Unit,Burundi,2013,August,0.03,0.02,0.03
Salbutamol 100 mcg/dose inhaler,Private,Unit,Burundi,2013,August,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Private,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,Unit,Burundi,2013,August,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,MPR,Cameroon,2005,July,4.37,3.79,5.23
Amoxicillin 500 mg cap/tab,Public,MPR,Cameroon,2005,July,2.23,2.23,2.23
Captopril 25 mg cap/tab,Private,MPR,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,MPR,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,MPR,Cameroon,2005,July,3.54,3.15,4.85
Ceftriaxone 1 g/vial injection,Public,MPR,Cameroon,2005,July,1.21,0.75,1.85
Ciprofloxacin 500 mg cap/tab,Private,MPR,Cameroon,2005,July,24.28,19.74,36.35
Ciprofloxacin 500 mg cap/tab,Public,MPR,Cameroon,2005,July,5.79,5.62,11.97
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Cameroon,2005,July,7.46,6.94,7.46
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Cameroon,2005,July,2.13,2.13,2.13
Diazepam 5 mg cap/tab,Private,MPR,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Cameroon,2005,July,1.25,1.25,1.35
Diclofenac 50 mg cap/tab,Private,MPR,Cameroon,2005,July,24.28,20.03,42.09
Diclofenac 50 mg cap/tab,Public,MPR,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,MPR,Cameroon,2005,July,33.28,17.01,38.32
Glibenclamide 5 mg cap/tab,Public,MPR,Cameroon,2005,July,2.44,2.44,2.44
Salbutamol 100 mcg/dose inhaler,Private,MPR,Cameroon,2005,July,2.36,2.25,2.36
Salbutamol 100 mcg/dose inhaler,Public,MPR,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Amoxicillin 500 mg cap/tab,Private,Unit,Cameroon,2005,July,0.15,0.13,0.18
Amoxicillin 500 mg cap/tab,Public,Unit,Cameroon,2005,July,0.08,0.08,0.08
Captopril 25 mg cap/tab,Private,Unit,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,Unit,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Ceftriaxone 1 g/vial injection,Private,Unit,Cameroon,2005,July,9.60,8.54,13.15
Ceftriaxone 1 g/vial injection,Public,Unit,Cameroon,2005,July,3.28,2.03,5.01
Ciprofloxacin 500 mg cap/tab,Private,Unit,Cameroon,2005,July,0.61,0.50,0.92
Ciprofloxacin 500 mg cap/tab,Public,Unit,Cameroon,2005,July,0.15,0.14,0.30
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Cameroon,2005,July,0.03,0.02,0.03
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Cameroon,2005,July,0.01,0.01,<0.01
Diazepam 5 mg cap/tab,Private,Unit,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Cameroon,2005,July,0.01,0.01,<0.01
Diclofenac 50 mg cap/tab,Private,Unit,Cameroon,2005,July,0.09,0.07,0.15
Diclofenac 50 mg cap/tab,Public,Unit,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,Unit,Cameroon,2005,July,0.14,0.07,0.16
Glibenclamide 5 mg cap/tab,Public,Unit,Cameroon,2005,July,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Private,Unit,Cameroon,2005,July,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Public,Unit,Cameroon,2005,July,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,Chad,2004,May,15.31,14.94,16.16
Amitriptyline 25 mg cap/tab,Public,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Public,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Chad,2004,May,2.05,1.56,2.23
Diazepam 5 mg cap/tab,Private,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,Chad,2004,May,5.26,2.63,10.52
Glibenclamide 5 mg cap/tab,Private,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,MPR,Chad,2004,May,4.49,3.93,5.05
Salbutamol 100 mcg/dose inhaler,Private,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,MPR,Chad,2004,May,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,Chad,2004,May,0.12,0.11,0.12
Amitriptyline 25 mg cap/tab,Public,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Public,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Private,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Public,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Chad,2004,May,0.01,0.01,<0.01
Diazepam 5 mg cap/tab,Private,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,Chad,2004,May,0.02,0.01,0.04
Glibenclamide 5 mg cap/tab,Private,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,Unit,Chad,2004,May,0.02,0.02,0.02
Salbutamol 100 mcg/dose inhaler,Private,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Salbutamol 100 mcg/dose inhaler,Public,Unit,Chad,2004,May,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,4.06,3.92,4.17
Amitriptyline 25 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,3.79,3.37,4.00
Amoxicillin 500 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,2.72,2.65,4.42
Amoxicillin 500 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,4.76,3.18,4.93
Atenolol 50 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,0.23,0.19,0.42
Captopril 25 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,0.22,0.18,0.60
Ceftriaxone 1 g/vial injection,Private,MPR,China Shaanxi Province,2014,May,0.58,0.46,0.69
Ceftriaxone 1 g/vial injection,Public,MPR,China Shaanxi Province,2014,May,0.35,0.35,0.44
Ciprofloxacin 500 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,16.12,0.52,21.84
Diclofenac 50 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,14.25,13.49,18.78
Glibenclamide 5 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,0.68,0.58,1.69
Glibenclamide 5 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,2.87,1.30,5.00
Omeprazole 20 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,2.83,1.20,21.89
Salbutamol 100 mcg/dose inhaler,Private,MPR,China Shaanxi Province,2014,May,1.07,0.85,1.28
Salbutamol 100 mcg/dose inhaler,Public,MPR,China Shaanxi Province,2014,May,1.20,1.10,1.45
Simvastatin 20 mg cap/tab,Private,MPR,China Shaanxi Province,2014,May,10.12,5.35,11.57
Simvastatin 20 mg cap/tab,Public,MPR,China Shaanxi Province,2014,May,6.93,2.76,6.93
Amitriptyline 25 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.03,0.03,0.03
Amitriptyline 25 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,0.03,0.02,0.03
Amoxicillin 500 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.09,0.08,0.14
Amoxicillin 500 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,0.15,0.10,0.15
Atenolol 50 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.01,0.01,<0.01
Captopril 25 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,0.01,0.01,0.01
Ceftriaxone 1 g/vial injection,Private,Unit,China Shaanxi Province,2014,May,0.41,0.32,0.49
Ceftriaxone 1 g/vial injection,Public,Unit,China Shaanxi Province,2014,May,0.25,0.25,0.31
Ciprofloxacin 500 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Diclofenac 50 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.11,0.01,0.14
Diclofenac 50 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,0.09,0.09,0.12
Glibenclamide 5 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.00,0.01,<0.01
Glibenclamide 5 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.07,0.03,0.12
Omeprazole 20 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,0.07,0.03,0.53
Salbutamol 100 mcg/dose inhaler,Private,Unit,China Shaanxi Province,2014,May,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,China Shaanxi Province,2014,May,0.01,0.01,0.02
Simvastatin 20 mg cap/tab,Private,Unit,China Shaanxi Province,2014,May,0.26,0.13,0.29
Simvastatin 20 mg cap/tab,Public,Unit,China Shaanxi Province,2014,May,0.18,0.07,0.17
Amitriptyline 25 mg cap/tab,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,China Shandong Province,2004,October,0.15,0.13,0.17
Captopril 25 mg cap/tab,Public,MPR,China Shandong Province,2004,October,0.23,0.18,0.42
Ceftriaxone 1 g/vial injection,Private,MPR,China Shandong Province,2004,October,0.19,0.19,0.24
Ceftriaxone 1 g/vial injection,Public,MPR,China Shandong Province,2004,October,0.33,0.23,0.47
Ciprofloxacin 500 mg cap/tab,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,MPR,China Shandong Province,2004,October,0.51,0.40,0.83
Omeprazole 20 mg cap/tab,Public,MPR,China Shandong Province,2004,October,1.09,0.92,2.16
Salbutamol 100 mcg/dose inhaler,Private,MPR,China Shandong Province,2004,October,0.30,0.27,0.35
Salbutamol 100 mcg/dose inhaler,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Private,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,MPR,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,China Shandong Province,2004,October,0.00,0.01,<0.01
Captopril 25 mg cap/tab,Public,Unit,China Shandong Province,2004,October,0.01,0.01,0.01
Ceftriaxone 1 g/vial injection,Private,Unit,China Shandong Province,2004,October,0.49,0.49,0.61
Ceftriaxone 1 g/vial injection,Public,Unit,China Shandong Province,2004,October,0.84,0.59,1.20
Ciprofloxacin 500 mg cap/tab,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Ciprofloxacin 500 mg cap/tab,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Diazepam 5 mg cap/tab,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,China Shandong Province,2004,October,0.10,0.08,0.16
Omeprazole 20 mg cap/tab,Public,Unit,China Shandong Province,2004,October,0.21,0.18,0.42
Salbutamol 100 mcg/dose inhaler,Private,Unit,China Shandong Province,2004,October,0.00,0.01,<0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Private,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,Unit,China Shandong Province,2004,October,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Private,MPR,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,China Shanghai,2006,September,5.23,5.23,5.23
Amoxicillin 500 mg cap/tab,Private,MPR,China Shanghai,2006,September,4.92,4.92,4.92
Amoxicillin 500 mg cap/tab,Public,MPR,China Shanghai,2006,September,4.92,4.92,4.92
Atenolol 50 mg cap/tab,Private,MPR,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,MPR,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,MPR,China Shanghai,2006,September,0.62,0.53,0.62
Captopril 25 mg cap/tab,Public,MPR,China Shanghai,2006,September,1.01,0.69,1.20
Ceftriaxone 1 g/vial injection,Private,MPR,China Shanghai,2006,September,0.79,0.63,0.87
Ceftriaxone 1 g/vial injection,Public,MPR,China Shanghai,2006,September,0.88,0.70,0.88
Glibenclamide 5 mg cap/tab,Private,MPR,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,MPR,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,MPR,China Shanghai,2006,September,5.83,5.18,7.70
Omeprazole 20 mg cap/tab,Public,MPR,China Shanghai,2006,September,6.28,6.28,7.70
Salbutamol 100 mcg/dose inhaler,Private,MPR,China Shanghai,2006,September,1.43,0.86,1.59
Salbutamol 100 mcg/dose inhaler,Public,MPR,China Shanghai,2006,September,1.73,1.73,1.79
Simvastatin 20 mg cap/tab,Private,MPR,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,MPR,China Shanghai,2006,September,0.65,0.50,0.69
Amitriptyline 25 mg cap/tab,Private,Unit,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,Unit,China Shanghai,2006,September,0.03,0.03,0.03
Amoxicillin 500 mg cap/tab,Private,Unit,China Shanghai,2006,September,0.13,0.13,0.13
Amoxicillin 500 mg cap/tab,Public,Unit,China Shanghai,2006,September,0.13,0.13,0.13
Atenolol 50 mg cap/tab,Private,Unit,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Atenolol 50 mg cap/tab,Public,Unit,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Captopril 25 mg cap/tab,Private,Unit,China Shanghai,2006,September,0.01,0.01,0.01
Captopril 25 mg cap/tab,Public,Unit,China Shanghai,2006,September,0.02,0.01,0.02
Ceftriaxone 1 g/vial injection,Private,Unit,China Shanghai,2006,September,0.94,0.75,1.04
Ceftriaxone 1 g/vial injection,Public,Unit,China Shanghai,2006,September,1.05,0.84,1.05
Glibenclamide 5 mg cap/tab,Private,Unit,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Glibenclamide 5 mg cap/tab,Public,Unit,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Omeprazole 20 mg cap/tab,Private,Unit,China Shanghai,2006,September,0.35,0.31,0.46
Omeprazole 20 mg cap/tab,Public,Unit,China Shanghai,2006,September,0.37,0.37,0.46
Salbutamol 100 mcg/dose inhaler,Private,Unit,China Shanghai,2006,September,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,China Shanghai,2006,September,0.01,0.01,0.01
Simvastatin 20 mg cap/tab,Private,Unit,China Shanghai,2006,September,NO DATA,NO DATA,NO DATA
Simvastatin 20 mg cap/tab,Public,Unit,China Shanghai,2006,September,0.54,0.41,0.57
Amitriptyline 25 mg cap/tab,Private,MPR,Colombia,2008,October,6.36,5.13,8.53
Amitriptyline 25 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Amoxicillin 500 mg cap/tab,Private,MPR,Colombia,2008,October,2.52,1.82,2.86
Amoxicillin 500 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Atenolol 50 mg cap/tab,Private,MPR,Colombia,2008,October,10.05,9.71,10.98
Atenolol 50 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Captopril 25 mg cap/tab,Private,MPR,Colombia,2008,October,1.48,1.11,1.84
Captopril 25 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Ceftriaxone 1 g/vial injection,Private,MPR,Colombia,2008,October,3.01,2.13,3.70
Ceftriaxone 1 g/vial injection,Public,MPR,Colombia,2008,October,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,MPR,Colombia,2008,October,4.84,3.27,6.34
Ciprofloxacin 500 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,MPR,Colombia,2008,October,4.01,2.96,5.14
Co-trimoxazole 40+200 mg/5ml suspension,Public,MPR,Colombia,2008,October,free,free,free
Diclofenac 50 mg cap/tab,Private,MPR,Colombia,2008,October,7.90,6.04,9.30
Diclofenac 50 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,MPR,Colombia,2008,October,7.34,4.58,10.50
Glibenclamide 5 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Omeprazole 20 mg cap/tab,Private,MPR,Colombia,2008,October,2.16,1.45,2.64
Omeprazole 20 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,MPR,Colombia,2008,October,1.39,1.14,1.63
Salbutamol 100 mcg/dose inhaler,Public,MPR,Colombia,2008,October,free,free,free
Simvastatin 20 mg cap/tab,Private,MPR,Colombia,2008,October,19.22,15.62,23.33
Simvastatin 20 mg cap/tab,Public,MPR,Colombia,2008,October,free,free,free
Amitriptyline 25 mg cap/tab,Private,Unit,Colombia,2008,October,0.04,0.03,0.06
Amitriptyline 25 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Amoxicillin 500 mg cap/tab,Private,Unit,Colombia,2008,October,0.12,0.09,0.13
Amoxicillin 500 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Atenolol 50 mg cap/tab,Private,Unit,Colombia,2008,October,0.16,0.16,0.18
Atenolol 50 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Captopril 25 mg cap/tab,Private,Unit,Colombia,2008,October,0.03,0.02,0.03
Captopril 25 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Ceftriaxone 1 g/vial injection,Private,Unit,Colombia,2008,October,2.72,1.93,3.35
Ceftriaxone 1 g/vial injection,Public,Unit,Colombia,2008,October,free,free,free
Ciprofloxacin 500 mg cap/tab,Private,Unit,Colombia,2008,October,0.16,0.10,0.20
Ciprofloxacin 500 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Co-trimoxazole 40+200 mg/5ml suspension,Private,Unit,Colombia,2008,October,0.02,0.01,0.02
Co-trimoxazole 40+200 mg/5ml suspension,Public,Unit,Colombia,2008,October,free,free,free
Diclofenac 50 mg cap/tab,Private,Unit,Colombia,2008,October,0.04,0.03,0.04
Diclofenac 50 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Glibenclamide 5 mg cap/tab,Private,Unit,Colombia,2008,October,0.03,0.02,0.04
Glibenclamide 5 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Omeprazole 20 mg cap/tab,Private,Unit,Colombia,2008,October,0.09,0.06,0.11
Omeprazole 20 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Salbutamol 100 mcg/dose inhaler,Private,Unit,Colombia,2008,October,0.01,0.01,0.01
Salbutamol 100 mcg/dose inhaler,Public,Unit,Colombia,2008,October,free,free,free
Simvastatin 20 mg cap/tab,Private,Unit,Colombia,2008,October,0.78,0.64,0.95
Simvastatin 20 mg cap/tab,Public,Unit,Colombia,2008,October,free,free,free
Amitriptyline 25 mg cap/tab,Private,MPR,Congo,2007,June,NO DATA,NO DATA,NO DATA
Amitriptyline 25 mg cap/tab,Public,MPR,Congo,2007,June,NO DATA,NO DATA,NO DATA
